conv_id,turn,speaker,text,clean_text,sentiment,sentiment_score
10,4,Rahul,Mujhe lagta hai humein environment conservation pe kaam karna chahiye. Tumhare views?,mujhe lagta hai humein environment conservation pe kaam karna chahiye tumhare views,neutral,0.801
10,5,Priya,"Sahi hai yaar! Save the planet par focus karna. Hum pollution, deforestation aur Renewable energy pe discuss kar sakte hai.",sahi hai yaar save the planet par focus karna hum pollution deforestation aur renewable energy pe discuss kar sakte hai,neutral,0.727
10,6,Rahul,"Exactly! Aur maine research kiya hai, hume case study bhi include karna chahiye. Tumhe pata hai kis field mein expert hoon?",exactly aur maine research kiya hai hume case study bhi include karna chahiye tumhe pata hai kis field mein expert hoon,neutral,0.85
10,7,Priya,"Hmm, mujhe climate change aur solar energy ke baare mein knowledge hai. Tum kis field pe expert ho?",hmm mujhe climate change aur solar energy ke baare mein knowledge hai tum kis field pe expert ho,neutral,0.869
10,8,Rahul,"Main toh team coordination mein expert hoon, aur research skills bhi hai. Collaboration mein mera experience bhi accha hai.",main toh team coordination mein expert hoon aur research skills bhi hai collaboration mein mera experience bhi accha hai,neutral,0.826
10,9,Priya,"Wah, tum toh perfect partner nikle. Hum is project ko poora karke schools ko inspire kar sakte hai!",wah tum toh perfect partner nikle hum is project ko poora karke schools ko inspire kar sakte hai,neutral,0.609
10,10,Rahul,"Haan, bilkul! Aur tumhare creative skills se project presentation bhi outstanding ban jayegi.",haan bilkul aur tumhare creative skills se project presentation bhi outstanding ban jayegi,neutral,0.796
10,11,Priya,"Thank you, Rahul! Tum bhi kaafi talented ho. Hum saath mein success jaroor paayenge.",thank you rahul tum bhi kaafi talented ho hum saath mein success jaroor paayenge,positive,0.947
10,12,Rahul,Tumhari tarif sunke mujhe khushi ho rahi hai. Tumhare saath kaam karke mera confidence boost ho raha hai.,tumhari tarif sunke mujhe khushi ho rahi hai tumhare saath kaam karke mera confidence boost ho raha hai,neutral,0.813
10,13,Priya,"Achcha, Rahul! Tum ek sweet person ho. Hamesha positive vibes dete ho, mujhe bhi confidence milta hai.",achcha rahul tum ek sweet person ho hamesha positive vibes dete ho mujhe bhi confidence milta hai,positive,0.733
10,14,Rahul,"Tumhare saath kaam karke mujhe bhi positivity milti hai, Priya. Baat karte karte mujhe lag raha hai ki hum dono ka connection aur strong ho raha hai.",tumhare saath kaam karke mujhe bhi positivity milti hai priya baat karte karte mujhe lag raha hai ki hum dono ka connection aur strong ho raha hai,neutral,0.798
10,15,Priya,"Haan, mujhe bhi aisa hi lag raha hai, Rahul. Humari compatibility aur understanding bahut acchi hai.",haan mujhe bhi aisa hi lag raha hai rahul humari compatibility aur understanding bahut acchi hai,neutral,0.826
10,16,Rahul,"Priya, main tumse ek baat kehna chahta hoon... Tumhe mere saath date pe chalna hoga?",priya main tumse ek baat kehna chahta hoon tumhe mere saath date pe chalna hoga,neutral,0.781
10,17,Priya,"Rahul, tumhara confidence mere dil ko chhu gaya! Haan, main tumhare saath date pe chalungi.",rahul tumhara confidence mere dil ko chhu gaya haan main tumhare saath date pe chalungi,neutral,0.885
10,18,Rahul,"Sach? Wow, yeh meri lucky day hai. Main tumhare saath ek special evening spend karna chahta hoon.",sach wow yeh meri lucky day hai main tumhare saath ek special evening spend karna chahta hoon,positive,0.763
10,19,Priya,"Mujhe bhi bahut excitement hai, Rahul. Yeh humare liye memorable moment hoga.",mujhe bhi bahut excitement hai rahul yeh humare liye memorable moment hoga,positive,0.689
10,20,Rahul,"Priya, tumhari smile mere liye addictive hai. I can't wait for our date, it's going to be magical.",priya tumhari smile mere liye addictive hai i cant wait for our date its going to be magical,positive,0.987
10,21,Priya,"Rahul, tumhare saath ek din bitana mere liye bhi bahut special hoga. I'm sure humari date duniya ki sabse amazing date hogi.",rahul tumhare saath ek din bitana mere liye bhi bahut special hoga im sure humari date duniya ki sabse amazing date hogi,positive,0.667
100,0,Rohan,Hey Simran! Remember the time we visited Essel World last summer? Such a blast!,hey simran remember the time we visited essel world last summer such a blast,positive,0.977
100,1,Simran,"Of course, Rohan! It was one of the most unforgettable experiences ever! I still can't believe we went on all those crazy rides together.",of course rohan it was one of the most unforgettable experiences ever i still cant believe we went on all those crazy rides together,positive,0.981
100,2,Rohan,"Haha, yeah! The roller coasters were insane. I remember how you screamed your lungs out on every twist and turn.",haha yeah the roller coasters were insane i remember how you screamed your lungs out on every twist and turn,positive,0.959
100,3,Simran,"Oh please, don't remind me! I was so scared, but you were there to hold my hand and calm me down. You were my superhero that day.",oh please dont remind me i was so scared but you were there to hold my hand and calm me down you were my superhero that day,positive,0.525
100,4,Rohan,"Well, what can I say? I couldn't let anything happen to my brave Simran. Plus, it gave me the perfect excuse to hold your hand tightly.",well what can i say i couldnt let anything happen to my brave simran plus it gave me the perfect excuse to hold your hand tightly,positive,0.828
100,5,Simran,"Oh stop it, Mr. Flirty! But I have to admit, it felt nice being close to you. It made the whole experience even more thrilling.",oh stop it mr flirty but i have to admit it felt nice being close to you it made the whole experience even more thrilling,positive,0.922
100,6,Rohan,"You looked absolutely gorgeous that day, Simran. I couldn't take my eyes off you. I still remember how your smile lit up the entire amusement park.",you looked absolutely gorgeous that day simran i couldnt take my eyes off you i still remember how your smile lit up the entire amusement park,positive,0.988
100,7,Simran,"Aw, thank you, Rohan! You're too sweet. I had so much fun with you that day. It was like a dream come true.",aw thank you rohan youre too sweet i had so much fun with you that day it was like a dream come true,positive,0.983
100,8,Rohan,"You know, Simran, I've been thinking about that day a lot lately. The way your laughter echoed through the air, the way we danced to the music, it felt like we were the only two people in the world.",you know simran ive been thinking about that day a lot lately the way your laughter echoed through the air the way we danced to the music it felt like we were the only two people in the world,positive,0.923
100,9,Simran,"I feel the same way, Rohan. That day holds a special place in my heart. It was when I realized how much you mean to me.",i feel the same way rohan that day holds a special place in my heart it was when i realized how much you mean to me,positive,0.96
100,10,Rohan,"Simran, you've made me the happiest guy in the world. I can't imagine my life without you. Would you be my girlfriend?",simran youve made me the happiest guy in the world i cant imagine my life without you would you be my girlfriend,positive,0.976
100,11,Simran,"Rohan, I've been waiting for you to ask me that. Yes, a thousand times, yes! You're the guy who made my amusement park experience turn into a fairytale.",rohan ive been waiting for you to ask me that yes a thousand times yes youre the guy who made my amusement park experience turn into a fairytale,positive,0.915
100,12,Rohan,"Oh, Simran, you've just made me the luckiest man alive! I promise to always be there for you, to create more unforgettable memories together.",oh simran youve just made me the luckiest man alive i promise to always be there for you to create more unforgettable memories together,positive,0.986
100,13,Simran,"And I promise to cherish every moment with you, Rohan. Let's continue making beautiful memories, and maybe even visit that amusement park again, but this time as a couple.",and i promise to cherish every moment with you rohan lets continue making beautiful memories and maybe even visit that amusement park again but this time as a couple,positive,0.976
100,14,Rohan,"Absolutely, my love. Our journey has just begun, and I can't wait for our happily ever after. I love you, Simran.",absolutely my love our journey has just begun and i cant wait for our happily ever after i love you simran,positive,0.99
100,15,Simran,"I love you too, Rohan. Forever and always.",i love you too rohan forever and always,positive,0.972
1000,0,Rohan,"Hey Nisha, so excited for the next college trip! Have you heard any details about it?",hey nisha so excited for the next college trip have you heard any details about it,positive,0.982
1000,1,Nisha,"Haan yaar, I can't wait! I heard it's going to be in Goa. What about you?",haan yaar i cant wait i heard its going to be in goa what about you,positive,0.98
1000,2,Rohan,"Wow, that sounds amazing! I heard there are some breathtaking beaches and cool adventure sports there.",wow that sounds amazing i heard there are some breathtaking beaches and cool adventure sports there,positive,0.988
1000,3,Nisha,"Haan, I've always wanted to try parasailing. It's on my bucket list, you know?",haan ive always wanted to try parasailing its on my bucket list you know,positive,0.931
1000,4,Rohan,"Really? That's awesome, Nisha! Let's make sure we do it together, sath mein.",really thats awesome nisha lets make sure we do it together sath mein,positive,0.984
1000,5,Nisha,"Sach? That would be so much fun, Rohan! We can make so many memories there.",sach that would be so much fun rohan we can make so many memories there,positive,0.972
1000,6,Rohan,"Absolutely, Nisha. And you know what, I can't wait to see a beautiful sunset by the beach with you.",absolutely nisha and you know what i cant wait to see a beautiful sunset by the beach with you,positive,0.986
1000,7,Nisha,"Aww, that's so sweet of you, Rohan. I'd love that too. It sounds so romantic.",aww thats so sweet of you rohan id love that too it sounds so romantic,positive,0.968
1000,8,Rohan,"We'll make it happen, Nisha. I promise to make this trip special for both of us.",well make it happen nisha i promise to make this trip special for both of us,positive,0.943
1000,9,Nisha,"I'm sure you will, Rohan. I'm lucky to have a friend like you to share these moments with.",im sure you will rohan im lucky to have a friend like you to share these moments with,positive,0.98
1000,10,Rohan,"Friend? Nisha, you mean so much more to me than just a friend.",friend nisha you mean so much more to me than just a friend,positive,0.963
1000,11,Nisha,"Really, Rohan? What do you mean?",really rohan what do you mean,neutral,0.678
1000,12,Rohan,"I mean, Nisha, I've been falling for you for a while now. And this trip, I want to confess my feelings for you.",i mean nisha ive been falling for you for a while now and this trip i want to confess my feelings for you,positive,0.559
1000,13,Nisha,"Oh, Rohan! I've been feeling the same way too. I've always enjoyed being with you.",oh rohan ive been feeling the same way too ive always enjoyed being with you,positive,0.905
1000,14,Rohan,"Nisha, would you like to be more than just friends? Will you be my girlfriend?",nisha would you like to be more than just friends will you be my girlfriend,neutral,0.698
1000,15,Nisha,"Yes, Rohan! I'd love to be your girlfriend. This trip just got even more special.",yes rohan id love to be your girlfriend this trip just got even more special,positive,0.985
1000,16,Rohan,"You've made me the happiest guy, Nisha. I can't wait to make beautiful memories with you in Goa.",youve made me the happiest guy nisha i cant wait to make beautiful memories with you in goa,positive,0.99
1000,17,Nisha,"Me too, Rohan. Our story is just beginning. I can't wait for this trip and many more adventures together.",me too rohan our story is just beginning i cant wait for this trip and many more adventures together,positive,0.987
1001,0,Anaya,"Arre, Aditya, I heard your parents imposed a new curfew on you! Kya baat hai?",arre aditya i heard your parents imposed a new curfew on you kya baat hai,negative,0.595
1001,1,Aditya,"Haan yaar, it's so frustrating! They think I can't handle my own freedom.",haan yaar its so frustrating they think i cant handle my own freedom,negative,0.932
1001,2,Anaya,"I can understand. Parents just want to protect us, but sometimes it feels suffocating, right?",i can understand parents just want to protect us but sometimes it feels suffocating right,negative,0.565
1001,3,Aditya,Absolutely! I feel like a bird trapped in a cage sometimes.,absolutely i feel like a bird trapped in a cage sometimes,negative,0.842
1001,4,Anaya,"But you know, there are some benefits of having a curfew too. It helps in maintaining discipline.",but you know there are some benefits of having a curfew too it helps in maintaining discipline,positive,0.648
1001,5,Aditya,"I agree, but don't you think they should trust us to make responsible choices?",i agree but dont you think they should trust us to make responsible choices,neutral,0.526
1001,6,Anaya,"True, but parents can be overprotective. They worry a lot about our well-being.",true but parents can be overprotective they worry a lot about our wellbeing,negative,0.732
1001,7,Aditya,"That's true, but we also need some space and freedom to grow and learn.",thats true but we also need some space and freedom to grow and learn,neutral,0.634
1001,8,Anaya,You're absolutely right. It's important to strike a balance between freedom and responsibility.,youre absolutely right its important to strike a balance between freedom and responsibility,positive,0.68
1001,9,Aditya,Exactly! We should have the opportunity to prove ourselves and make our own decisions.,exactly we should have the opportunity to prove ourselves and make our own decisions,neutral,0.799
1001,10,Anaya,"I completely agree. We're not kids anymore, and it's time they acknowledge that.",i completely agree were not kids anymore and its time they acknowledge that,neutral,0.501
1001,11,Aditya,"Haina! We're adults now, and we need to learn to handle our own lives.",haina were adults now and we need to learn to handle our own lives,neutral,0.681
1001,12,Anaya,"So, how can we convince them to loosen the curfew a bit?",so how can we convince them to loosen the curfew a bit,neutral,0.842
1001,13,Aditya,Maybe we could have an open conversation and explain our point of view calmly.,maybe we could have an open conversation and explain our point of view calmly,neutral,0.765
1001,14,Anaya,Good idea! We can discuss our aspirations and show them we can be responsible.,good idea we can discuss our aspirations and show them we can be responsible,positive,0.692
1001,15,Aditya,And we can promise to keep them informed about our whereabouts and not stay out too late.,and we can promise to keep them informed about our whereabouts and not stay out too late,neutral,0.82
1001,16,Anaya,That could work! We just need to make them understand that we're capable of making wise decisions.,that could work we just need to make them understand that were capable of making wise decisions,neutral,0.636
1001,17,Aditya,"Absolutely! Once they see that, I'm sure they'll consider giving us more freedom.",absolutely once they see that im sure theyll consider giving us more freedom,positive,0.608
1001,18,Anaya,I hope so. It's essential for our personal growth and to gain their trust.,i hope so its essential for our personal growth and to gain their trust,positive,0.801
1001,19,Aditya,True. They need to understand that strict rules can sometimes backfire.,true they need to understand that strict rules can sometimes backfire,negative,0.493
1001,20,Anaya,Exactly! We need to show them that curfews may hinder our independence and creativity.,exactly we need to show them that curfews may hinder our independence and creativity,negative,0.64
1001,21,Aditya,We should come up with a list of pros and cons to present to them. That might help them see things from our perspective.,we should come up with a list of pros and cons to present to them that might help them see things from our perspective,neutral,0.819
1001,22,Anaya,"That's a great idea, Aditya. It will demonstrate that we've thought this through.",thats a great idea aditya it will demonstrate that weve thought this through,positive,0.981
1001,23,Aditya,"I'm glad you agree. We make a great team, Anaya!",im glad you agree we make a great team anaya,positive,0.984
1001,24,Anaya,"Aw, thanks, Aditya! I must say, you've always had a way with words.",aw thanks aditya i must say youve always had a way with words,positive,0.971
1001,25,Aditya,"And you've always been the voice of reason, Anaya. I appreciate your insights.",and youve always been the voice of reason anaya i appreciate your insights,positive,0.966
1001,26,Anaya,"It's always a pleasure discussing serious matters with you, Aditya. You make it enjoyable.",its always a pleasure discussing serious matters with you aditya you make it enjoyable,positive,0.977
1001,27,Aditya,"Well, Anaya, talking to you is always a highlight of my day. You bring so much happiness into my life.",well anaya talking to you is always a highlight of my day you bring so much happiness into my life,positive,0.985
1001,28,Anaya,"Oh really? I must admit, there's something special about our conversations too, Aditya.",oh really i must admit theres something special about our conversations too aditya,positive,0.949
1001,29,Aditya,"There's more than just conversation that's special between us, Anaya. I have strong feelings for you.",theres more than just conversation thats special between us anaya i have strong feelings for you,positive,0.948
1001,30,Anaya,"Aditya, I can't deny that I feel the same way. Our connection goes beyond just friendship.",aditya i cant deny that i feel the same way our connection goes beyond just friendship,positive,0.647
1001,31,Aditya,"You mean, you're attracted to me too? I've been hoping and dreaming of this moment.",you mean youre attracted to me too ive been hoping and dreaming of this moment,positive,0.831
1001,32,Anaya,"Yes, Aditya. I am attracted to you too. It took me some time to realize it, but it's true.",yes aditya i am attracted to you too it took me some time to realize it but its true,positive,0.847
1001,33,Aditya,"This is amazing, Anaya! I can't believe my luck. You've made my day, my week, my year!",this is amazing anaya i cant believe my luck youve made my day my week my year,positive,0.987
1001,34,Anaya,"Aditya, this is just the beginning. I have a feeling our love story is going to be something extraordinary.",aditya this is just the beginning i have a feeling our love story is going to be something extraordinary,positive,0.976
1001,35,Aditya,"I can't wait to discover what the future holds for us, Anaya. With you by my side, I know it'll be incredible.",i cant wait to discover what the future holds for us anaya with you by my side i know itll be incredible,positive,0.989
1001,36,Anaya,"And hey, once we convince our parents about the curfew, we'll have more time for our romantic moments.",and hey once we convince our parents about the curfew well have more time for our romantic moments,positive,0.645
1001,37,Aditya,"Absolutely, Anaya! Our love will blossom under the moonlight, freely and without any restrictions.",absolutely anaya our love will blossom under the moonlight freely and without any restrictions,positive,0.914
1001,38,Anaya,"I can already picture it, Aditya. Our love story, filled with adventures and endless happiness.",i can already picture it aditya our love story filled with adventures and endless happiness,positive,0.983
1001,39,Aditya,"You make everything sound so beautiful, Anaya. I'm truly blessed to have you in my life.",you make everything sound so beautiful anaya im truly blessed to have you in my life,positive,0.984
1001,40,Anaya,"And I feel the same way, Aditya. We're going to make the most incredible memories together.",and i feel the same way aditya were going to make the most incredible memories together,positive,0.974
1002,0,Riya,"Aayush, kya haal hai? Bade tension ke saath dikh rahe ho aaj kal.",aayush kya haal hai bade tension ke saath dikh rahe ho aaj kal,neutral,0.688
1002,1,Aayush,"Riya, tu bilkul sahi keh rahi hai. Office ka kaam aur ghar ke pressure sab handle nahi ho raha.",riya tu bilkul sahi keh rahi hai office ka kaam aur ghar ke pressure sab handle nahi ho raha,neutral,0.714
1002,2,Riya,"Tension lene ki kya zaroorat hai? Hamesha baat kar liya karo, dost log support karenge.",tension lene ki kya zaroorat hai hamesha baat kar liya karo dost log support karenge,neutral,0.722
1002,3,Aayush,Mujhe kabhi samajh nahi aata ki logon se madad maang lein. Thoda ego aa jata hai.,mujhe kabhi samajh nahi aata ki logon se madad maang lein thoda ego aa jata hai,neutral,0.709
1002,4,Riya,"Aayush, samajhne ki koshish karo. Dost hain, issliye madad karne mein khushi milengi unhe. Apne ego ko side kar do na, please?",aayush samajhne ki koshish karo dost hain issliye madad karne mein khushi milengi unhe apne ego ko side kar do na please,neutral,0.724
1002,5,Aayush,"Theek hai, Riya. Main bhi koshish karunga. Lekin kabhi kabhi dil bahut heavy ho jata hai.",theek hai riya main bhi koshish karunga lekin kabhi kabhi dil bahut heavy ho jata hai,neutral,0.777
1002,6,Riya,"Aayush, humara stress level control karna bahut zaroori hai. Maine ek nayi technique try ki hai - meditation. Tere liye bhi beneficial ho sakti hai.",aayush humara stress level control karna bahut zaroori hai maine ek nayi technique try ki hai  meditation tere liye bhi beneficial ho sakti hai,neutral,0.749
1002,7,Aayush,Meditation? Mujhe toh laga sirf babaji aur sadhu log karte hain.,meditation mujhe toh laga sirf babaji aur sadhu log karte hain,neutral,0.869
1002,8,Riya,"Nahi, aaj ke generation mein bhi log kar rahe hain. Mental health ko improve karne mein kaafi help karta hai.",nahi aaj ke generation mein bhi log kar rahe hain mental health ko improve karne mein kaafi help karta hai,neutral,0.692
1002,9,Aayush,Accha hai toh ek baar try karunga. Tu bhi meri meditation partner banegi?,accha hai toh ek baar try karunga tu bhi meri meditation partner banegi,neutral,0.826
1002,10,Riya,"Zaroor! Hum milkar shuru karte hain. Aur yaad rakh, humein stress ko control karne ke liye positive environment ki zaroorat hoti hai.",zaroor hum milkar shuru karte hain aur yaad rakh humein stress ko control karne ke liye positive environment ki zaroorat hoti hai,neutral,0.809
1002,11,Aayush,"Woh toh samajh gaya, lekin kabhi kabhi kuch baattein share karne ka dar lagta hai.",woh toh samajh gaya lekin kabhi kabhi kuch baattein share karne ka dar lagta hai,neutral,0.748
1002,12,Riya,"Aayush, humein apne feelings aur thoughts share karne mein darr nahi hona chahiye. Main hamesha tere saath hu.",aayush humein apne feelings aur thoughts share karne mein darr nahi hona chahiye main hamesha tere saath hu,neutral,0.791
1002,13,Aayush,"Riya, tujhse baat karne se kitni energy milti hai, yaar! Tu mere stress ko door kar deti hai.",riya tujhse baat karne se kitni energy milti hai yaar tu mere stress ko door kar deti hai,neutral,0.683
1002,14,Riya,"Yeh toh sirf shuruaat hai, Aayush. Abhi toh bahut kuch baaki hai humare beech.",yeh toh sirf shuruaat hai aayush abhi toh bahut kuch baaki hai humare beech,neutral,0.682
1002,15,Aayush,Kya matlab hai tumhara?,kya matlab hai tumhara,neutral,0.699
1002,16,Riya,"Matlab hai, hum saath saath iss stress ki fight karenge. Tere saath reh kar, tujhe zaroor support karungi.",matlab hai hum saath saath iss stress ki fight karenge tere saath reh kar tujhe zaroor support karungi,neutral,0.675
1002,17,Aayush,"Riya, tu sach mein amazing hai. Tujhse mil ke mujhe bahut achha laga.",riya tu sach mein amazing hai tujhse mil ke mujhe bahut achha laga,positive,0.771
1002,18,Riya,"Aayush, tu bhi bilkul kam nahi, ek bahut achhe insaan ho.",aayush tu bhi bilkul kam nahi ek bahut achhe insaan ho,neutral,0.776
1002,19,Aayush,"I'm really lucky to have you in my life, Riya.",im really lucky to have you in my life riya,positive,0.984
1002,20,Riya,"Aayush, main bhi tujhse bahut pyaar karti hoon.",aayush main bhi tujhse bahut pyaar karti hoon,neutral,0.776
1002,21,Aayush,"Riya, yeh toh unexpected tha. Par mujhe bhi tujhse pyaar ho gaya hai.",riya yeh toh unexpected tha par mujhe bhi tujhse pyaar ho gaya hai,neutral,0.846
1002,22,Riya,"Aayush, aaj ke baad, hum saath stress ko face karenge aur pyaar se usse harayenge.",aayush aaj ke baad hum saath stress ko face karenge aur pyaar se usse harayenge,neutral,0.605
1002,23,Aayush,"Ek saath khushi, pyaar aur support ke saath. I'm looking forward to it, Riya.",ek saath khushi pyaar aur support ke saath im looking forward to it riya,positive,0.944
1002,24,Riya,"Me too, Aayush. Humara aage ka safar bahut achha hoga. Hum dono khubsurat pal banayenge.",me too aayush humara aage ka safar bahut achha hoga hum dono khubsurat pal banayenge,neutral,0.775
1002,25,Aayush,"Riya, tu sach mein meri zindagi mein chamak layi hai. I love you.",riya tu sach mein meri zindagi mein chamak layi hai i love you,positive,0.803
1002,26,Riya,"Aayush, I love you too. Tere bina meri zindagi adhuri hai.",aayush i love you too tere bina meri zindagi adhuri hai,positive,0.907
1003,0,Rohan,Hey Simran! Kaisi ho? Kya kar rahi ho?,hey simran kaisi ho kya kar rahi ho,neutral,0.905
1003,1,Simran,"Hey Rohan! Main thik hu. Abhi college ki tayari kar rahi thi. Tum batao, kaise ho?",hey rohan main thik hu abhi college ki tayari kar rahi thi tum batao kaise ho,neutral,0.806
1003,2,Rohan,Main bhi achha hu. College plans pe soch raha tha. Tere plans kya hai? India mein padhna hai ya abroad?,main bhi achha hu college plans pe soch raha tha tere plans kya hai india mein padhna hai ya abroad,neutral,0.839
1003,3,Simran,Mujhe toh abroad padhna pasand hai. Naye desh aur culture ko explore karna chahti hu. Tujhe kya lagta hai?,mujhe toh abroad padhna pasand hai naye desh aur culture ko explore karna chahti hu tujhe kya lagta hai,neutral,0.84
1003,4,Rohan,Mera bhi mann hai ki kuch naya experience karu. Shayad abroad padhna ek achha opportunity ho.,mera bhi mann hai ki kuch naya experience karu shayad abroad padhna ek achha opportunity ho,neutral,0.788
1003,5,Simran,"Haan, bilkul! Wahan pe kaise college life hoti hai aur log kaise hote hai, yeh sab pata karna hai.",haan bilkul wahan pe kaise college life hoti hai aur log kaise hote hai yeh sab pata karna hai,neutral,0.8
1003,6,Rohan,"Haan, sahi baat hai. Lekin India mein padhne ke bhi apne benefits hai. Familiar surroundings, family ke paas rehna, aur expenses bhi kaam hote hai.",haan sahi baat hai lekin india mein padhne ke bhi apne benefits hai familiar surroundings family ke paas rehna aur expenses bhi kaam hote hai,neutral,0.781
